ApprovalFiscalYear,GrossApproval,NaicsCode,InitialInterestRate,BorrState,JobsSupported,LoanStatus
2014,4129800,485410,5.52,MS,578,PIF
2015,5353700,485410,6.045238095,MD,305,PIF
2016,10501000,485410,6.40625,CO,519,EXEMPT
2017,10709100,485410,7.196,MN,561,PIF
2018,27801400,485410,7.352617647,PA,1674,EXEMPT
2019,8238600,485410,8.421666667,PR,860,EXEMPT
2020,4706900,485410,7.564444444,NJ,190,CANCLD
2012,8976300,485510,5.927647059,MN,463,PIF
2013,3210300,485510,6.347692308,NJ,167,CHGOFF
2014,12302500,485510,5.458181818,MD,462,CANCLD
2015,11564200,485510,5.70962963,TX,639,EXEMPT
2016,8097400,485510,6.037142857,CA,275,EXEMPT
2017,12854700,485510,6.484545455,CA,304,CANCLD
2018,13441200,485510,7.07875,NJ,243,EXEMPT
2019,10565090,485510,7.191,FL,430,EXEMPT
2020,6285100,485510,7.125,CA,53,CANCLD
2012,2951600,485991,6.060909091,AZ,153,PIF
2013,8649700,485991,5.97375,MO,452,PIF
2014,6355778,485991,6.440540541,OH,694,PIF
2015,3688300,485991,6.508,NC,388,PIF
2016,8734378,485991,6.720208333,FL,506,PIF
2017,11276700,485991,7.155,MO,434,EXEMPT
2018,20596800,485991,7.828297872,MA,707,EXEMPT
2019,9509300,485991,8.268043478,PA,552,EXEMPT
2020,8965200,485991,8.111363636,NY,393,COMMIT
2012,4811200,485999,6.702068966,FL,643,PIF
2013,5281800,485999,6.411428571,CA,305,PIF
2014,1784800,485999,6.5835,TX,150,EXEMPT
2015,8045700,485999,5.040769231,TX,286,PIF
2016,4492700,485999,6.840243902,AZ,216,EXEMPT
2017,12411200,485999,7.6259375,MN,624,PIF
2018,22300800,485999,7.365377049,FL,699,EXEMPT
2019,20919000,485999,8.346666667,CO,598,EXEMPT
2020,6795000,485999,8.09,NY,321,CANCLD
2012,8000,486110,9.27,UT,3,EXEMPT
2014,60000,486110,9.035,WA,22,CHGOFF
2015,95000,486110,8.735,UT,12,CHGOFF
2016,65300,486110,5.17,MS,1,EXEMPT
2017,25000,486110,8.5,WV,3,EXEMPT
2018,20000,486110,11.25,UT,1,EXEMPT
2019,15000,486110,11.125,TX,0,EXEMPT
2020,350000,486110,7.5,TX,0,COMMIT
2012,75000,486910,6,IN,1,PIF
2013,20000,486910,9.25,PR,8,CANCLD
2014,170000,486910,8.1325,TX,16,CHGOFF
2016,200000,486910,4.5,TX,12,PIF
2017,150000,486910,6.5,AL,3,EXEMPT
2018,235200,486910,7.5,PA,3,EXEMPT
2012,175000,486990,8.25,UT,10,CANCLD
2013,10000,486990,9.75,PR,0,CANCLD
2014,200900,486990,6.536666667,TX,18,CHGOFF
2015,15000,486990,9.25,FL,0,EXEMPT
2016,77600,486990,4.8,OH,1,EXEMPT
2017,25000,486990,8.5,UT,0,EXEMPT
2019,5000,486990,9.75,NM,0,EXEMPT
2012,341700,487110,6.4125,MA,47,PIF
2013,2483500,487110,6.51,MA,228,EXEMPT
2014,2400000,487110,5.512857143,AZ,93,PIF
2015,1928200,487110,6.555,OR,107,PIF
2016,1316300,487110,6.715,AK,167,EXEMPT
2017,919300,487110,8.312142857,CT,58,EXEMPT
2018,4856000,487110,7.59625,TX,33,CHGOFF
2019,5186500,487110,6.755555556,FL,201,CANCLD
2020,1412400,487110,8.25,AK,26,COMMIT
2012,1409000,487210,5.541,WI,77,PIF
2013,2414900,487210,5.625,FL,166,PIF
2014,2083700,487210,6.34375,NY,91,PIF
2015,3370700,487210,6.402173913,AK,195,PIF
2016,9159100,487210,6.247777778,FL,175,EXEMPT
2017,2886500,487210,6.931,PR,140,EXEMPT
2018,8242200,487210,7.4925,MA,128,EXEMPT
2019,2961500,487210,8.640526316,AK,100,EXEMPT
2020,3095500,487210,6.955,PR,30,EXEMPT
2012,1180000,487990,7.3075,NM,6,PIF
2013,500000,487990,5.3975,AK,21,PIF
2014,155000,487990,5.5,MO,11,PIF
2015,1446400,487990,5.4825,OR,22,PIF
2016,315000,487990,6.875,FL,14,EXEMPT
2017,3934500,487990,6.798333333,PA,34,PIF
2018,6020000,487990,7.685,MA,100,EXEMPT
2019,297000,487990,7.083333333,RI,7,CANCLD
2017,454000,488111,5.895,FL,25,EXEMPT
2012,531000,488119,6.898,CT,19,EXEMPT
2013,2329000,488119,6.3875,KS,29,PIF
2014,11592000,488119,5.22,CA,181,PIF
2015,2300000,488119,5.166666667,FL,157,CHGOFF
2016,6234822,488119,5.333333333,KS,36,PIF
2017,3145000,488119,5.958333333,MN,73,PIF
2018,647500,488119,5.4,NH,17,EXEMPT
2019,2324000,488119,8.03125,WI,30,EXEMPT
2012,8813900,488190,6.4475,MS,178,PIF
2013,10587500,488190,6.018,FL,240,PIF
2014,4082300,488190,6.074166667,ND,166,PIF
2015,7591500,488190,5.95825,VA,250,PIF
2016,6911500,488190,6.526666667,FL,419,EXEMPT
2017,7581700,488190,6.569130435,TX,453,EXEMPT
2018,20043200,488190,7.527692308,TX,399,EXEMPT
2019,12237500,488190,8.2916,IA,274,EXEMPT
2020,4693100,488190,6.51,VA,58,COMMIT
2012,1621000,488210,5.62,WA,181,EXEMPT
2013,250000,488210,7.75,MO,4,PIF
2014,2684500,488210,5.766666667,NC,206,PIF
2015,600000,488210,5.786,IN,11,EXEMPT
2016,1598407,488210,6.97,MO,179,PIF
2017,4641500,488210,6.23,TX,60,PIF
2018,6845500,488210,6.181538462,PA,250,EXEMPT
2019,4150100,488210,6.85,ND,132,EXEMPT
2020,150000,488210,8.395,IN,10,EXEMPT
2012,100000,488310,5.875,NY,6,PIF
2013,128000,488310,7.7,ND,1,EXEMPT
2014,110000,488310,5.75,WI,3,PIF
2015,1545900,488310,5.125,TX,41,PIF
2017,330000,488310,6.05,WI,1,CANCLD
2018,1951000,488310,7.5,WA,5,CANCLD
2019,5000,488310,10.75,CA,0,EXEMPT
2020,980500,488310,5.5,MN,54,EXEMPT
2013,490000,488320,6.916666667,TX,10,PIF
2015,395000,488320,5.375,MA,9,EXEMPT
2016,182500,488320,6.92,LA,12,PIF
2017,50000,488320,9.156666667,CA,20,PIF
2018,1224500,488320,8.0375,LA,0,EXEMPT
2019,3635000,488320,9.333333333,PR,23,EXEMPT
2012,1701500,488330,6.013333333,AR,18,PIF
2013,1550000,488330,5.275,MA,4,CANCLD
2014,599000,488330,6,OH,12,PIF
2015,4647700,488330,5.91875,AL,322,PIF
2016,1580000,488330,5.875,OH,34,PIF
2017,492500,488330,2.416666667,FL,7,COMMIT
2018,1367600,488330,5.625,AL,36,EXEMPT
2019,200000,488330,6.625,KY,8,EXEMPT
2020,170000,488330,7.75,FL,2,EXEMPT
2012,284700,488390,7.53125,PA,23,PIF
2013,1738500,488390,6.068888889,LA,221,CANCLD
2014,70000,488390,7.91,TX,4,PIF
2015,1566100,488390,6.666666667,AZ,30,PIF
2016,2654800,488390,6.55875,NY,29,PIF
2017,6701500,488390,7.074545455,WA,69,EXEMPT
2018,539600,488390,8.435,TX,12,EXEMPT
2019,1599000,488390,6.73,WI,32,EXEMPT
2020,15000,488390,10.25,CA,4,COMMIT
2012,10630600,488410,6.017177419,OK,399,PIF
2013,25858350,488410,6.136116505,ID,856,PIF
2014,22503780,488410,6.429267241,MO,758,PIF
2015,28447200,488410,6.327053571,MO,727,PIF
2016,29057800,488410,6.33146789,CA,711,EXEMPT
2017,35143927,488410,6.675,AK,1041,EXEMPT
2018,56702560,488410,7.050283688,OH,1009,EXEMPT
2019,29419600,488410,8.016842105,MO,625,EXEMPT
2020,18436600,488410,7.313913043,OR,234,EXEMPT
2012,6114000,488490,6.437333333,ME,515,PIF
2013,6736130,488490,6.255,MT,413,PIF
2014,12199200,488490,6.269215686,MI,569,PIF
2015,7887442,488490,6.645727273,MI,396,PIF
2016,22137573,488490,6.026764706,SC,530,EXEMPT
2017,7720000,488490,6.601333333,IN,368,PIF
2018,6694471,488490,7.419310345,NV,182,CHGOFF
2019,9789100,488490,8.252361111,PA,359,EXEMPT
2020,945000,488490,8.998571429,PR,30,EXEMPT
2012,15076400,488510,6.741180556,WI,544,CANCLD
2013,24398900,488510,6.458613861,MN,616,CANCLD
2014,19684100,488510,6.172909091,GA,503,PIF
2015,30983000,488510,6.34584,CA,497,PIF
2016,23590800,488510,6.584955752,IA,540,EXEMPT
2017,41253600,488510,6.894647059,TN,813,EXEMPT
2018,33005700,488510,7.89584,NV,887,EXEMPT
2019,41713200,488510,8.43,CA,1030,EXEMPT
2020,20673800,488510,7.510857143,MN,233,EXEMPT
2012,1081400,488991,6.535714286,MA,50,CANCLD
2013,2444600,488991,6.36,OH,159,EXEMPT
2014,2960100,488991,6.016666667,NC,168,PIF
2015,5500100,488991,5.746,WI,154,PIF
2016,1429800,488991,7.0275,NY,66,EXEMPT
2017,3954200,488991,6.507142857,OH,233,PIF
2018,6237500,488991,8.017142857,IN,81,EXEMPT
2019,1021600,488991,7.93625,ME,58,EXEMPT
2020,350000,488991,7.5,CA,5,EXEMPT
2012,9448200,488999,6.9025,NY,234,PIF
2013,5865400,488999,6.709333333,GA,199,PIF
2014,4741000,488999,7.578333333,WA,244,CANCLD
2015,6867600,488999,7.44942623,GA,507,EXEMPT
2016,3836115,488999,7.852816901,TN,274,CANCLD
2017,13054400,488999,8.40359375,FL,350,PIF
2018,7081800,488999,7.572553191,MA,209,EXEMPT
2019,6503800,488999,8.524615385,IN,245,EXEMPT
2020,387900,488999,9.455,CA,39,EXEMPT
2012,2927000,491110,6.18,CA,28,PIF
2013,171000,491110,6,CO,4,EXEMPT
2014,1202000,491110,6.308571429,AL,46,EXEMPT
2015,1363200,491110,6.3,WV,52,EXEMPT
2016,3128700,491110,5.876470588,CO,92,CANCLD
2017,1740000,491110,6.93125,FL,68,EXEMPT
2018,1343200,491110,6.466666667,FL,19,EXEMPT
2019,2803900,491110,9.098571429,WA,49,EXEMPT
2020,1026100,491110,7.316666667,TX,17,EXEMPT
2012,6945300,492110,6.323913043,NY,465,EXEMPT
2013,12912100,492110,5.970892857,MD,437,EXEMPT
2014,14950900,492110,6.735875,IL,836,CANCLD
2015,12559200,492110,6.543837209,GA,609,EXEMPT
2016,20562000,492110,6.575714286,NE,832,CANCLD
2017,29371000,492110,6.919705882,GA,949,EXEMPT
2018,55291000,492110,7.576006711,MA,1382,PIF
2019,50228400,492110,8.232377622,CA,1309,EXEMPT
2020,37386900,492110,7.657402597,CA,1170,EXEMPT
2012,1700000,492210,6.476666667,NC,169,PIF
2013,3317700,492210,6.573225806,NY,124,EXEMPT
2014,3394100,492210,6.884565217,AZ,205,PIF
2015,10711000,492210,6.304893617,NY,587,CANCLD
2016,15007277,492210,6.516911765,TX,536,EXEMPT
2017,13727100,492210,7.026557377,NY,421,EXEMPT
2018,20973700,492210,7.433835616,TX,829,EXEMPT
2019,21303900,492210,8.259090909,NC,647,EXEMPT
2020,7369700,492210,7.840833333,UT,260,EXEMPT
2012,19331000,493110,5.933,MI,227,PIF
2013,22946400,493110,5.892222222,NJ,422,EXEMPT
2014,18431400,493110,5.7815625,NC,422,PIF
2015,24387200,493110,5.854871795,LA,717,PIF
2016,17156000,493110,6.173571429,IN,270,CHGOFF
2017,30224529,493110,6.632142857,CA,284,EXEMPT
2018,22934100,493110,7.0275,IL,367,PIF
2019,25249300,493110,7.088484848,FL,313,EXEMPT
2020,10924500,493110,7.224545455,OH,82,COMMIT
2012,15342100,493120,5.998181818,IA,193,CANCLD
2013,5228300,493120,6.22,ME,49,CHGOFF
2014,7737500,493120,5.15,IA,115,PIF
2015,1530000,493120,5.083333333,WA,27,PIF
2016,5337000,493120,6,WA,23,EXEMPT
2017,1730000,493120,6.375,NJ,16,EXEMPT
2018,16412500,493120,6.508,MI,122,EXEMPT
2019,1890400,493120,6.95,CA,3,CANCLD
2020,3740000,493120,6.916666667,MI,51,EXEMPT
2012,452900,493130,5.5,WY,7,PIF
2013,200000,493130,4.25,WI,5,PIF
2014,4245300,493130,5.864285714,HI,33,PIF
2015,100000,493130,6,MS,3,PIF
2016,1586200,493130,5.075,AZ,3,EXEMPT
2017,90000,493130,7.833333333,NY,23,PIF
2012,7246600,493190,5.302,IN,81,PIF
2013,13940800,493190,5.63,NV,232,EXEMPT
2014,16631206,493190,5.803684211,WA,169,PIF
2015,3776000,493190,7.108181818,OH,72,EXEMPT
2016,15787300,493190,6.110769231,GA,70,EXEMPT
2017,3428700,493190,6.537333333,NC,203,PIF
2018,20891000,493190,6.619230769,FL,93,EXEMPT
2019,6167300,493190,7.107142857,CA,37,EXEMPT
2020,5887000,493190,5.208,WA,28,EXEMPT
2012,7723800,511110,6.076666667,FL,528,CANCLD
2013,3079100,511110,5.842666667,SC,136,PIF
2014,2684600,511110,5.66,CA,122,EXEMPT
2015,2325200,511110,5.525,MO,162,PIF
2016,8837700,511110,6.196842105,CA,556,CANCLD
2017,6715900,511110,6.27,OH,193,EXEMPT
2018,1499700,511110,7.340769231,MN,54,EXEMPT
2019,3588000,511110,8.046923077,CO,270,EXEMPT
2020,4973300,511110,6,MS,53,EXEMPT
2012,11697000,511120,6.36,OH,303,EXEMPT
2013,6061200,511120,6.095238095,PR,232,PIF
2014,6019700,511120,6.276785714,IL,189,PIF
2015,11800100,511120,6.690321429,FL,350,EXEMPT
2016,15912400,511120,6.325,NV,355,EXEMPT
2017,13774800,511120,6.681666667,NC,327,EXEMPT
2018,10096900,511120,7.266923077,FL,165,EXEMPT
2019,20956300,511120,7.412727273,TX,290,EXEMPT
2020,1037000,511120,7.5675,MA,13,EXEMPT
2012,1412400,511130,6.048571429,NY,68,PIF
2013,5756700,511130,5.657142857,NV,113,PIF
2014,3593000,511130,5.63375,MD,279,CHGOFF
2015,4904700,511130,6.542608696,SC,138,EXEMPT
2016,7332900,511130,7.2325,CA,93,CANCLD
2017,5318500,511130,6.309047619,OR,128,PIF
2018,2337600,511130,8.27625,NY,96,PIF
2019,3871300,511130,7.523333333,TX,117,EXEMPT
2020,780000,511130,7.838571429,NY,38,COMMIT
2012,1840800,511140,6.689375,IN,113,PIF
2013,722000,511140,5.95,CA,45,PIF
2014,1047300,511140,5.484285714,TN,212,PIF
2015,2365000,511140,4.695,RI,21,PIF
2016,2161500,511140,5.983333333,FL,2,EXEMPT
2017,3324700,511140,6.4,MN,64,EXEMPT
2018,429000,511140,6.363333333,FL,18,EXEMPT
2019,715000,511140,7.75,FL,6,COMMIT
2012,260000,511191,8,FL,8,EXEMPT
2013,95000,511191,6,NY,4,PIF
2015,50000,511191,6.15,OH,0,CANCLD
2017,150000,511191,7,AZ,3,PIF
2012,770900,511199,6.575,CA,24,PIF
2013,4861800,511199,6.218888889,CO,193,PIF
2014,8436700,511199,6.385714286,CA,117,EXEMPT
2015,8347000,511199,6.728181818,NJ,299,PIF
2016,2147500,511199,6.721333333,TX,94,EXEMPT
2017,1866400,511199,7.031428571,MN,28,EXEMPT
2018,4251000,511199,7.940909091,FL,27,EXEMPT
2019,2978000,511199,8.657142857,NC,204,EXEMPT
2020,1495000,511199,7.965555556,NC,20,EXEMPT
2012,6157100,511210,6.645021739,CA,421,PIF
2013,11174600,511210,7.319056604,TN,520,PIF
2014,6848300,511210,6.819230769,TX,371,EXEMPT
2015,19753800,511210,7.089117647,TX,670,PIF
2016,23170600,511210,7.294646465,WI,572,CANCLD
2017,16995500,511210,7.36109375,NV,312,EXEMPT
2018,31891300,511210,8.03043956,TN,668,PIF
2019,19086800,511210,8.284878049,CA,325,EXEMPT
2020,18466500,511210,7.87012,OR,356,EXEMPT
2012,21356031,512110,6.817384615,MN,495,PIF
2013,20362000,512110,7.173037975,CA,584,CANCLD
2014,22023100,512110,6.382527473,NY,534,PIF
2015,33020500,512110,6.81760274,OH,879,PIF
2016,20495800,512110,7.337022901,PR,366,PIF
2017,31580816,512110,7.511558333,CA,525,PIF
2018,10348100,512110,8.404607843,NY,478,EXEMPT
2019,22114200,512110,8.753333333,CO,287,EXEMPT
2020,8364500,512110,7.838571429,IL,98,EXEMPT
2012,31000,512120,7.125,PA,2,PIF
2014,3247000,512120,6.166666667,TN,99,PIF
2015,60000,512120,8.5,PA,3,CANCLD
2016,1640500,512120,6.096666667,AZ,59,EXEMPT
2017,62000,512120,9.115,MA,12,EXEMPT
2018,260300,512120,8.65,MA,3,EXEMPT
2019,850000,512120,8.178,CT,57,EXEMPT
2020,240000,512120,6.5,CA,1,COMMIT
2012,23751400,512131,5.764285714,WI,655,PIF
2013,22286200,512131,5.7888,TX,404,PIF
2014,12170800,512131,5.63,MI,288,EXEMPT
2015,13619600,512131,5.731764706,MA,361,EXEMPT
2016,15886500,512131,6.079090909,AZ,480,EXEMPT
2017,14676300,512131,6.133333333,TN,680,CANCLD
2018,15890000,512131,6.974375,AZ,421,EXEMPT
2019,9432900,512131,7.413333333,AZ,279,EXEMPT
2020,2540100,512131,7.75,MO,57,COMMIT
2012,122000,512132,6,OH,17,CANCLD
2013,807500,512132,5.469285714,IL,73,EXEMPT
2014,66000,512132,5.49,TN,6,PIF
2015,332000,512132,6.58,IA,13,EXEMPT
2016,275000,512132,4.375,PA,40,EXEMPT
2017,85000,512132,6.5,MN,12,PIF
2018,2535100,512132,6.75,KY,121,EXEMPT
2019,1704600,512132,6.27,NE,22,COMMIT
2012,3063800,512191,6.44625,CA,130,CHGOFF
2013,14235600,512191,6.550689655,MI,170,PIF
2014,6365400,512191,6.095714286,WI,140,PIF
2015,7205000,512191,6.338571429,CA,260,PIF
2016,7146500,512191,6.308333333,NY,52,EXEMPT
2017,1919100,512191,7.284285714,CA,50,EXEMPT
2018,4815600,512191,7.296153846,NY,130,EXEMPT
2019,1586900,512191,8.156923077,CO,102,COMMIT
2020,1923500,512191,7.435,NY,56,EXEMPT
2012,851300,512199,7.15,FL,27,PIF
2013,3263900,512199,7.057692308,NY,160,PIF
2014,1417800,512199,6.58125,IL,28,CANCLD
2015,691000,512199,7.367272727,CO,23,PIF
2016,3339200,512199,6.902666667,CA,75,EXEMPT
2017,1419600,512199,6.417777778,AZ,16,EXEMPT
2018,1879000,512199,7.798333333,CA,17,CANCLD
2019,4245000,512199,7.276,IN,18,COMMIT
2020,580000,512199,8.5,CA,11,EXEMPT
2012,12000,512210,7.4,CA,1,PIF
2013,3075900,512210,6.138333333,UT,29,PIF
2014,30000,512210,5.195,NH,1,PIF
2015,857000,512210,6,CA,34,EXEMPT
2016,355000,512210,7.59,FL,3,COMMIT
2017,482500,512210,6.583333333,CA,32,EXEMPT
2018,1450000,512210,6.25,CA,110,PIF
2012,2165000,512220,6.418333333,TX,45,PIF
2013,491000,512220,6.157142857,NY,40,PIF
2014,140000,512220,7.575,TX,9,CANCLD
2015,343200,512220,6.5498,IL,13,EXEMPT
2016,120000,512220,7.375,MA,1,EXEMPT
2017,35000,512220,8.95,CA,2,EXEMPT
2018,97000,512220,7.27,NY,5,PIF
2012,470000,512230,6.833333333,CA,22,PIF
2013,15000,512230,8,FL,2,PIF
2014,85400,512230,8.175,TX,1,CHGOFF
2017,2175000,512230,7,TN,17,EXEMPT
2018,2665000,512230,8.5,CA,2,EXEMPT
2019,7500,512230,12,TX,0,EXEMPT
2020,115000,512230,8.625,CA,6,COMMIT
2012,1104500,512240,7.249166667,OH,45,CHGOFF
2013,2167900,512240,7.145,VA,26,CANCLD
2014,1680500,512240,6.381428571,TX,17,CHGOFF
2015,6789400,512240,6.9556,CA,83,EXEMPT
2016,5089800,512240,6.81952381,CA,42,EXEMPT
2017,11505900,512240,7.152083333,CA,55,EXEMPT
2018,6302300,512240,7.29652,NY,71,CHGOFF
2019,6071300,512240,8.039285714,NV,60,EXEMPT
2020,3051500,512240,8.083,MN,5,CANCLD
2017,307500,512250,8.66,OR,4,EXEMPT
2018,2802000,512250,8.593333333,NY,7,PIF
2019,12500,512250,11,CA,0,EXEMPT
2020,15000,512250,11.29,NJ,2,EXEMPT
2012,431600,512290,7.16,PR,19,PIF
2013,990700,512290,7.47,WI,31,PIF
2014,355500,512290,7.52,PR,17,EXEMPT
2015,3192200,512290,5.74875,WA,81,PIF
2016,295000,512290,6.375,OH,1,EXEMPT
2017,70000,512290,6.875,TX,4,CANCLD
2018,1474400,512290,6.648,CA,70,PIF
2019,363400,512290,8.245,TX,26,EXEMPT
2012,1346500,515111,7.333333333,OH,29,PIF
2015,10530000,515111,5.733333333,MI,173,EXEMPT
2016,10110000,515111,5.625,NC,90,CANCLD
2017,3353200,515111,5.625,WI,87,PIF
2018,2574400,515111,8.212857143,IL,32,CANCLD
2019,2745400,515111,6.963333333,NC,30,CANCLD
2020,4350000,515111,6.6225,KS,26,COMMIT
2012,6473400,515112,5.090909091,TX,89,CANCLD
2013,12651000,515112,5.667391304,OK,313,EXEMPT
2014,23144500,515112,5.588888889,OH,224,PIF
2015,5639700,515112,5.955555556,MS,173,EXEMPT
2016,6292900,515112,6.012857143,MD,128,EXEMPT
2017,10039725,515112,6.333,GA,187,EXEMPT
2018,9782900,515112,6.643684211,NY,129,CHGOFF
2019,11164700,515112,7.927,NY,236,EXEMPT
2020,5960100,515112,6.125,AZ,71,EXEMPT
2012,6069400,515120,6.23,WI,132,CANCLD
2013,7942000,515120,5.99875,CA,126,CHGOFF
2014,4534900,515120,4.572727273,MO,273,PIF
2015,10076000,515120,6.05,VA,57,PIF
2016,2840000,515120,7.06,IL,69,PIF
2017,125000,515120,9.19,NY,1,EXEMPT
2018,105000,515120,8.54,CA,6,EXEMPT
2019,7500,515120,11.25,NV,0,EXEMPT
2020,535000,515120,8.37,DC,13,EXEMPT
2012,4202536,515210,6.740545455,IL,253,PIF
2013,796000,515210,6.38,IA,37,PIF
2014,448000,515210,5.75,IA,52,PIF
2015,1185000,515210,7.339166667,CA,40,PIF
2016,2890800,515210,6.3875,IA,93,EXEMPT
2017,1095000,515210,7.3775,CA,57,EXEMPT
2018,1358800,515210,5.916666667,KS,42,EXEMPT
2019,2107700,515210,9.145,NY,14,EXEMPT
2020,85000,515210,5.99,CA,5,EXEMPT
2013,40000,516110,8,KS,2,EXEMPT
2012,12894588,517110,6.194166667,OK,451,PIF
2013,14895500,517110,5.539761905,MD,348,EXEMPT
2014,17823700,517110,6.059868421,NY,750,PIF
2015,9129200,517110,5.732857143,OH,451,CANCLD
2016,7371300,517110,6.682352941,CO,104,EXEMPT
2017,2165000,517110,5.375,FL,86,EXEMPT
2018,100000,517110,7,CA,1,CANCLD
2012,8284132,517210,5.868888889,KY,476,PIF
2013,6851400,517210,6.171666667,OK,500,CANCLD
2014,15940600,517210,5.895853659,MA,480,PIF
2015,9746700,517210,5.993125,MN,444,PIF
2016,7993800,517210,6.425517241,OH,252,EXEMPT
2017,3141400,517210,5.875,MA,53,EXEMPT
2018,1709000,517210,6.25,NY,31,EXEMPT
2020,3500000,517210,6.625,MD,26,EXEMPT
2012,180000,517212,8.125,NY,70,PIF
2014,613500,517212,4.75,CA,15,CANCLD
2018,665000,517310,7.75,MT,9,CANCLD
2017,2432500,517311,6.5625,MA,189,EXEMPT
2018,3770000,517311,7.089090909,NY,47,EXEMPT
2019,7633000,517311,8.161538462,MI,151,EXEMPT
2020,1388000,517311,8.464285714,NC,18,COMMIT
2017,1446000,517312,6.622,OH,37,COMMIT
2018,9693800,517312,8.168333333,NH,169,EXEMPT
2019,10597200,517312,7.606296296,TX,651,EXEMPT
2020,2434800,517312,7.103333333,IL,28,COMMIT
2012,305000,517410,6.55,UT,120,PIF
2013,110000,517410,8.53,CA,13,PIF
2014,40000,517410,7.125,WA,4,PIF
2015,721000,517410,6.535714286,SD,22,CANCLD
2016,10000,517410,10,CA,5,CHGOFF
2017,2449900,517410,6.363333333,FL,123,PIF
2018,1568000,517410,7.810833333,UT,45,EXEMPT
2019,327000,517410,7.5,TN,4,EXEMPT
2012,3563700,517911,6.756190476,CO,259,PIF
2013,2996100,517911,5.893571429,CA,62,EXEMPT
2014,7027500,517911,6.273666667,MO,197,EXEMPT
2015,7075800,517911,6.323703704,NY,339,CANCLD
2016,3618900,517911,6.933333333,CA,146,PIF
2017,9654600,517911,7.034761905,FL,192,EXEMPT
2018,11027100,517911,7.238235294,TX,188,EXEMPT
2019,5010900,517911,7.995384615,TX,77,EXEMPT
2020,450000,517911,7.583333333,CT,10,COMMIT
2012,3271100,517919,6.676896552,MD,207,PIF
2013,16508600,517919,6.400705882,GA,434,CHGOFF
2014,8234400,517919,6.347142857,WA,402,CANCLD
2015,21102300,517919,5.964716981,IN,965,EXEMPT
2016,17991000,517919,6.544722222,TN,478,PIF
2017,15371500,517919,6.4394,NY,498,CANCLD
2018,10400300,517919,7.26744186,VA,816,EXEMPT
2019,11843800,517919,8.118823529,NC,416,EXEMPT
2020,15188000,517919,7.426,TX,164,EXEMPT
2017,425000,518111,6.75,CO,3,EXEMPT
2012,25077537,518210,6.410746269,OK,700,PIF
2013,31736400,518210,6.073881579,CA,759,PIF
2014,25128800,518210,5.991071429,MN,990,CANCLD
2015,50744100,518210,6.28754386,NJ,1412,EXEMPT
2016,29958900,518210,6.653571429,FL,908,EXEMPT
2017,46791900,518210,6.697783505,MI,1648,PIF
2018,31437100,518210,7.318961039,KS,690,CANCLD
2019,29924400,518210,8.184492754,TX,499,EXEMPT
2020,10716200,518210,7.377419355,CA,304,EXEMPT
2012,1703800,519110,5.368,FL,13,EXEMPT
2013,208100,519110,6.125,NC,2,CHGOFF
2014,28500,519110,6.333333333,OR,4,CHGOFF
2015,10000,519110,8.75,CA,3,PIF
2016,115000,519110,7.375,NY,5,EXEMPT
2017,137600,519110,6.833333333,MN,3,EXEMPT
2018,1486000,519110,7.833333333,IL,28,COMMIT
2012,350000,519120,5.5,IL,23,PIF
2013,15000,519120,5.625,NY,16,PIF
2014,1017000,519120,5.69,IL,108,EXEMPT
2016,314500,519120,7.75,CA,5,PIF
2017,405000,519120,7.1525,TX,49,PIF
2019,1600000,519120,7.75,IL,100,EXEMPT
2012,5013600,519130,6.667,MN,217,CANCLD
2013,2291200,519130,7.3495,CA,302,PIF
2014,5131100,519130,6.661542857,CA,396,CHGOFF
2015,6191000,519130,7.310555556,CA,171,EXEMPT
2016,5886300,519130,7.453947368,CA,199,EXEMPT
2017,9696500,519130,7.021818182,CA,225,EXEMPT
2018,12059200,519130,7.60375,GA,269,EXEMPT
2019,6829200,519130,8.7284,NC,43,EXEMPT
2020,2069300,519130,8.2075,TX,41,EXEMPT
2012,5105100,519190,6.769166667,CA,394,PIF
2013,9125300,519190,5.983571429,OH,223,CANCLD
2014,11810100,519190,6.551212121,IL,172,EXEMPT
